fecha,medio,seguidores,texto,URL
"May 20th 2020, 12:18:48.000",RadioPolar,"23,196",4 MIL 38 CASOS EN CHILE DE LOS CUALES EL 85% SON DE LA REGIÓN METROPOLITANA: Total de contagiados... https://t.co/k50a9eVi8y #puq,https://bit.ly/2LHA6iQ
"May 20th 2020, 12:16:50.000",Pagina7Chile,"6,500",🔴 AHORA 🔴 https://t.co/6SYUmu3K2Q,https://www.pagina7.cl/notas/actualidad/2020/05/20/record-de-fallecidos-y-contagiados-en-balance-covid-19-35-decesos-y-4-938-nuevos-casos-postivos.shtml
"May 20th 2020, 12:16:32.000",meganoticiascl,"1,416,925",🔴 AMPLIADO #Coronavirus: Chile llega a los 35 fallecidos diarios y más de 4.000 contagios ➡ https://t.co/eYNqLBNK9R https://t.co/mDp9hFYeXH,https://bit.ly/3cRq2zJ
"May 20th 2020, 12:14:16.000",DigitalFmChile,"9,451",Minsal reportó récords diarios de Covid-19 con 4.038 contagios y 35 fallecidos » https://t.co/0fPnVZVvoA https://t.co/MAMG26aE78,https://bit.ly/2XdLrwz
"May 20th 2020, 12:13:33.000",lacuarta,"804,799",Desde el Ministerio de Salud informaron que los contagios totales se elevaron a 53.617 casos. https://t.co/i6n5pIyFUM,https://www.lacuarta.com/cronica/noticia/reporte-coronavirus-contagio/499143/
"May 20th 2020, 12:13:13.000",24HorasTVN,"3,671,494",⭕ Coronavirus en Chile. Nuevo balance 20 de mayo. 11:50 AM. ▪ 53.617 contagiados. ▪ 4.038 nuevos casos. ▪ 3.647… https://t.co/aZK4YHkR52,https://twitter.com/i/web/status/1263140735060246534
"May 20th 2020, 12:12:50.000",DFinanciero,"195,412",Nuevos contagios de coronavirus en Chile superan los 4.000 y muertos ya alcanzan los 544 https://t.co/xT4JB0dZvS https://t.co/chpTsq30Yd,http://ow.ly/5N7T50zLIXi
"May 20th 2020, 12:12:33.000",latercera,"1,937,093","El Covid-19 muy lejos de ceder: Minsal reporta 4.038 nuevos contagiados y 35 fallecidos, las mayores cifras desde e… https://t.co/S1QKY0K80L",https://twitter.com/i/web/status/1263140563467059200
"May 20th 2020, 12:11:37.000",biobio,"3,179,983",El sector se destaca entre los que mejor han enfrentado la crisis sanitaria. https://t.co/7S65K46dxk,https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2020/05/20/segun-datos-gobierno-la-mineria-rubro-menos-contagiados-desvinculaciones-pandemia.shtml
"May 20th 2020, 12:09:58.000",T13,"3,207,758",🔴 Chile supera los 50 mil casos de coronavirus y registra su mayor número de contagios diarios https://t.co/b4FdcdZvRQ,https://www.t13.cl/noticia/nacional/balance-casos-contagios-muertos-coronavirus-20-05-2020
